IRASPSC,RA_IRAS,DEC_IRAS,ID_SIM,sample,JCMT,mapping,APEX,gp,flag,RA,DEC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE,chem,DIST_BEST_TYPE,DIST_BEST,EDIST_BEST,GRAMS_lum_used,GRAMS_DPR_used,Lcom,dLcom,dLcom_D,MLRcom,dMLRcom,dMLRcom_D,HIP,Teff,Lum,Est. log(g),Av,errAv,XS_MIR,d,delta d / d,Data,Ndup(2-1),Ndup(3-2),F_cont,F_cont_per_beam,F_CO,F_CO_per_beam
"IRAS 06176-1036",94.995600,-10.637500,"NAME RED RECTANGLE","high",1,0,0,0,"--",6.0000000,-10.000000,0.019000000,0.018000000,90,"A","O",2007.0000,"C","LUM",0.73597400,"nan",5495.4100,1.3371700e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,10,44.942200,0.049935800,155.87600,0.17319500
"IRAS 06250+6134",97.419200,61.542400,"V* V Lyn","high",1,0,0,0,"--",6.0000000,61.000000,0.0090000000,0.0070000000,90,"A","O",2007.0000,"O","LUM",0.73369400,"nan",6503.4500,3.8036300e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,3.7755800,0.0041950900,34.696700,0.038551900
"IRAS 06300+6058",98.637800,60.941200,"V* AP Lyn","high",1,0,0,0,"--",6.0000000,60.000000,0.025000000,0.024000000,0,"B","O",2012.0000,"O","LUM",0.57411600,"nan",3850.0200,1.4163200e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,2.7800400,0.0030889300,274.45700,0.30495200
"IRAS 06349-0121",99.380200,-1.3952400,"V* SY Mon","high",1,0,0,0,"--",6.0000000,-1.0000000,0.29000000,0.29000000,90,"B","I",2003.0000,"O","LUM",0.59016500,"nan",6503.4500,3.0806200e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,1.4335300,0.0015928100,41.638900,0.046265400
"IRAS 06363+5954",100.19400,59.867000,"V* U Lyn","high",1,0,0,0,"--",6.0000000,59.000000,0.15900000,0.15000000,89,"B","",1988.0000,"O","MASER",0.78600000,"0.038",5598.7700,4.0000000e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,1.2851000,0.0014278900,31.968500,0.035520600
"IRAS 06491-0654",102.88900,-6.9667600,"HD 50138","high",1,0,0,0,"--",6.0000000,-6.0000000,0.0000000,0.0000000,0,"A","O",2016.0000,"O","GAIA",0.34041600,"0.047998656",6034.1800,1.4890934e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,2.0814800,0.0023127600,236.14100,0.26237900
"IRAS 06500+0829",103.19500,8.4222300,"V* GX Mon","high",1,0,0,0,"--",6.0000000,8.0000000,0.016000000,0.016000000,90,"B","O",2012.0000,"O","LUM",0.53408000,"nan",4472.1400,1.7861700e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,1.8071700,0.0020079600,418.96200,0.46551300
"IRAS 07152-3444",109.27400,-34.827500,"V* V578 Pup","high",1,0,0,0,"--",7.0000000,-34.000000,0.29000000,0.29000000,90,"B","I",2003.0000,"O","LUM",0.65926800,"nan",7009.2200,1.0400900e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,3.0118900,0.0033465500,143.69500,0.15966100
"IRAS 07209-2540",110.74700,-25.768800,"V* VY Cma","high",1,0,0,0,"--",7.0000000,-25.000000,0.039000000,0.018000000,90,"A","O",2007.0000,"O","LUM",0.15705400,"nan",5194.7700,9.2944300e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",3,2,154.86700,0.17207500,35063.000,38.958900
"IRAS 07454-7112",116.26100,-71.328700,"V* AI Vol","high",0,0,1,0,"--",7.0000000,-71.000000,0.089000000,0.082000000,0,"B","O",2012.0000,"C","LUM",0.60674600,"nan",8128.3100,1.5000000e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,77.311800,0.085902000,263.32400,0.29258200
"IRAS 07434-3750",116.31400,-37.968500,"* c Pup","high",1,0,1,0,"--",7.0000000,-37.000000,0.0020000000,0.0020000000,90,"A","O",2007.0000,"O","LUM",0.30995800,"nan",11839.900,3.6951500e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,7.8216400,0.0086907100,187.77300,0.20863600
"IRAS 07559-5859",119.21200,-59.124800,"V* V341 Car","high",0,0,1,0,"--",7.0000000,-59.000000,0.0040000000,0.0030000000,89,"A","O",2007.0000,"O","LUM",0.64182600,"nan",9457.4200,3.0000000e-09,"1000.0","39.0","210.0","9.82e-10","9.8e-11","1.4e-10",38834,3309,1427,0,8,1,5,262,0,"H",0,0,4.2468800,0.0047187600,34.381200,0.038201300
"IRAS 07585-1242",120.21100,-12.841900,"V* U Pup","high",1,0,0,0,"--",8.0000000,-12.000000,0.073000000,0.068000000,0,"B","O",2000.0000,"O","LUM",0.66030000,"nan",6503.4500,3.8036300e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,4.6615600,0.0051795200,42.838600,0.047598500
"IRAS 08200-2528",125.54600,-25.631900,"V* OT Pup","high",1,0,0,0,"--",8.0000000,-25.000000,0.045000000,0.037000000,90,"B","",1998.0000,"O","LUM",0.72627300,"nan",8141.8100,3.5479000e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,3.7456400,0.0041618200,32.572100,0.036191200
"IRAS 08220-0821",126.11600,-8.5190100,"V* FK Hya","high",1,0,0,0,"--",8.0000000,-8.0000000,0.017000000,0.011000000,90,"A","O",2007.0000,"O","LUM",0.45922100,"nan",5598.7700,3.7012300e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,3.2421900,0.0036024400,85.714000,0.095237800
"IRAS 08363-4643",129.50200,-46.904100,"V* MN Vel","high",0,0,1,0,"--",8.0000000,-46.000000,0.024000000,0.019000000,0,"B","",1998.0000,"O","LUM",0.37860400,"nan",4472.1400,3.1541600e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,9.7502500,0.010833600,104.08100,0.11564500
"IRAS 08400-4755",130.42300,-48.112600,"V* EP Vel","high",0,0,1,0,"--",8.0000000,-48.000000,0.29000000,0.29000000,90,"B","I",2003.0000,"O","LUM",0.74123000,"nan",9457.4200,5.5495100e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,2.6741900,0.0029713300,53.490900,0.059434300
"IRAS 09116-2439",138.47600,-24.857800,"V* CQ Pyx","high",1,0,0,0,"--",9.0000000,-24.000000,0.070000000,0.070000000,90,"B","N",2003.0000,"C","LUM",0.60402700,"nan",2187.7600,9.4916300e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,21.062400,0.023402600,153.38300,0.17042500
"IRAS 09203-5220",140.49700,-52.563700,"V* WY Vel","high",0,0,1,0,"--",9.0000000,-52.000000,0.14800000,0.14100000,0,"B","",1988.0000,"O","LUM",0.46105300,"nan",8141.8100,6.5471100e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,4.6426600,0.0051585100,168.59200,0.18732500
"IRAS 09213-5723",140.68900,-57.608200,"IRAS 09213-5723","high",0,0,1,0,"--",9.0000000,-57.000000,0.29000000,0.29000000,90,"B","I",2003.0000,"O","LUM",0.76438300,"nan",9457.4200,4.5868300e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,5.0584900,0.0056205500,40.019600,0.044466300
"IRAS 09429-2148",146.32100,-22.032300,"V* IW Hya","high",1,0,0,0,"--",9.0000000,-22.000000,0.12000000,0.11000000,90,"B","I",2003.0000,"O","LUM",0.58066300,"nan",7009.2200,5.9323100e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,7.1346400,0.0079273800,1496.5800,1.6628700
"IRAS 09425+3444",146.39100,34.512200,"V* R Lmi","high",1,0,0,0,"--",9.0000000,34.000000,0.015000000,0.011000000,122,"A","O",2007.0000,"O","LUM",0.38472200,"nan",6034.1800,3.1381300e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,3.5090800,0.0038989800,100.18200,0.11131400
"IRAS 09452+1330",146.98600,13.278600,"IRC +10216","high",1,1,0,0,"--",9.0000000,13.000000,0.19000000,0.11000000,0,"B","I",2003.0000,"C","LUM",0.075151700,"nan",4466.8400,1.6874000e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",44,27,2276.1000,2.5290000,19763.500,21.959500
"IRAS 10056-5300",151.88400,-53.258400,"V* CM Vel","high",0,0,1,0,"--",10.000000,-53.000000,0.0030000000,0.0030000000,90,"A","O",2007.0000,"O","LUM",0.42445800,"nan",9457.4200,9.6209200e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,7.4375100,0.0082639000,315.69700,0.35077400
"IRAS 10131+3049",154.00900,30.572200,"V* RW Lmi","high",1,1,0,0,"--",10.000000,30.000000,0.037000000,0.031000000,90,"B","O",2012.0000,"C","LUM",0.28388500,"nan",4466.8400,1.1811800e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",9,1,114.76100,0.12751300,902.76400,1.0030700
"IRAS 10186-6012",155.09100,-60.454600,"V* EV Car","high",0,0,1,0,"--",10.000000,-60.000000,0.0010000000,0.0000000,0,"A","O",2016.0000,"O","LUM",0.52548900,"nan",8774.9900,1.0691100e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,5.7491000,0.0063878900,233.76500,0.25973900
"IRAS 10226-5956",156.10800,-60.192000,"V* CK Car","high",0,0,1,0,"--",10.000000,-60.000000,0.0000000,0.0000000,0,"A","O",2016.0000,"O","LUM",0.70202100,"nan",10985.600,7.0000000e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,4.4332800,0.0049258600,78.475300,0.087194800
"IRAS 10401-5327",160.53900,-53.719600,"V* HH Vel","high",0,0,1,0,"--",10.000000,-53.000000,0.039000000,0.038000000,90,"B","O",2000.0000,"O","LUM",0.69538500,"nan",10985.600,4.9435500e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,7.0997700,0.0078886300,52.902500,0.058780500
"IRAS 10411+6902",161.15900,68.775900,"V* R UMa","high",1,0,0,0,"--",10.000000,68.000000,0.0070000000,0.0070000000,90,"A","O",2007.0000,"O","LUM",0.65913100,"nan",6034.1800,3.2511500e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,2.0468500,0.0022742800,35.610700,0.039567500
"IRAS 11179-6458",170.02500,-65.251300,"V* V538 Car","high",0,0,1,0,"--",11.000000,-65.000000,0.0000000,0.0000000,0,"A","O",2016.0000,"O","LUM",0.75315300,"nan",8774.9900,1.2470100e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,3.5988300,0.0039987000,136.88600,0.15209500
"IRAS 11202-5305",170.63200,-53.369800,"HD 98922","high",0,0,1,0,"--",11.000000,-53.000000,0.0000000,0.0000000,90,"A","O",2016.0000,"O","GAIA",0.64738800,"0.154078344",7554.3200,1.1841886e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0.75115000,0.00083461200,69.448000,0.077164400
"IRAS 11287-6918",172.73700,-69.578300,"V* MZ Mus","high",0,0,1,0,"--",11.000000,-69.000000,0.29000000,0.29000000,90,"B","I",2003.0000,"O","LUM",0.73749700,"nan",8774.9900,4.4182500e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,5.0419200,0.0056021300,41.101700,0.045668600
"IRAS 11318-7256",173.49100,-73.221300,"V* QZ Mus","high",0,0,1,0,"--",11.000000,-73.000000,0.32800000,0.10000000,90,"B","O",2000.0000,"C","LUM",0.60299800,"nan",11220.200,3.1200700e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,8.7848400,0.0097609300,40.499100,0.044999000
"IRAS 11445+4344",176.80700,43.471400,"V* AZ Uma","high",1,0,0,0,"--",11.000000,43.000000,0.0080000000,0.0070000000,90,"A","O",2007.0000,"O","LUM",0.55739100,"nan",4149.4400,3.0000000e-09,"1000.0","110.0","650.0","1.05e-09","8.2e-11","3.5e-10",57504,2920,1521,0,0,0,2,259,0,"H",0,0,4.1738700,0.0046376300,45.909900,0.051011000
"IRAS 12230-5943",186.44500,-60.001900,"V* ST Cru","high",0,0,1,0,"--",12.000000,-60.000000,0.10800000,0.10700000,89,"B","O",2000.0000,"O","LUM",0.55247400,"nan",9457.4200,3.5281400e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,3.6090100,0.0040100100,55.912800,0.062125300
"IRAS 12274-7647",187.64300,-77.064100,"GSC 09416-00380","high",0,0,1,0,"--",12.000000,-77.000000,0.019000000,0.019000000,90,"B","O",2003.0000,"O","LUM",0.79531300,"nan",10192.900,1.0000000e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,2.2832100,0.0025369000,94.054400,0.10450500
"IRAS 12387-3717",190.36100,-37.573100,"IRAS 12387-3717","high",1,0,1,0,"--",12.000000,-37.000000,33.000000,11.000000,117,"E","M",1988.0000,"O","LUM",0.77814800,"nan",10985.600,8.2423700e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,4.6258600,0.0051398500,78.022200,0.086691300
"IRAS 12563-6100",194.84200,-61.278800,"TYC 8989-157-1","high",0,0,1,0,"--",12.000000,-61.000000,0.060000000,0.029000000,90,"B","O",2000.0000,"O","LUM",0.76986500,"nan",9457.4200,6.4729500e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,3.1735400,0.0035261600,59.644900,0.066272100
"IRAS 13172+4547",199.86600,45.526700,"V* V CVn","high",1,0,0,0,"--",13.000000,45.000000,0.0070000000,0.0060000000,90,"A","O",2007.0000,"O","LUM",0.65900400,"nan",12760.700,3.8361500e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,1.8648800,0.0020720900,43.448900,0.048276500
"IRAS 13244-5904",201.91900,-59.339900,"V* OS Cen","high",0,0,1,0,"--",13.000000,-59.000000,0.29000000,0.29000000,90,"B","I",2003.0000,"O","LUM",0.77543400,"nan",10985.600,3.4881700e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,3.5127700,0.0039030800,27.996700,0.031107500
"IRAS 14020-3515",211.24800,-35.496800,"V* AQ Cen","high",1,0,1,0,"--",14.000000,-35.000000,0.067000000,0.065000000,0,"B","O",2000.0000,"O","LUM",0.73758500,"nan",10985.600,6.9181500e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0.77289700,0.00085877400,70.379100,0.078199000
"IRAS 14247+0454",216.81500,4.6781600,"V* RS Vir","high",1,0,0,0,"--",14.000000,4.0000000,0.012000000,0.012000000,90,"A","O",2007.0000,"O","LUM",0.79203100,"nan",4819.9300,6.7783700e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,1.5134200,0.0016815800,59.558800,0.066176500
"IRAS 14484-6152",223.10100,-62.072200,"RAFGL 4202","high",0,0,1,0,"--",14.000000,-62.000000,0.080000000,0.080000000,90,"B","I",2003.0000,"C","LUM",0.62235600,"nan",11220.200,1.1811800e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,23.912700,0.026569700,187.83700,0.20870800
"IRAS 14559-5446",224.90400,-54.965800,"V* Y Lup","high",0,0,1,0,"--",14.000000,-54.000000,0.29000000,0.29000000,90,"B","I",2003.0000,"O","LUM",0.74532900,"nan",10985.600,6.0000000e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,3.0722300,0.0034135900,57.878900,0.064309900
"IRAS 15082-4808",227.92500,-48.333700,"V* V358 Lup","high",0,0,1,0,"--",15.000000,-48.000000,0.070000000,0.060000000,0,"B","I",2003.0000,"C","LUM",0.58050500,"nan",6165.9500,1.9118800e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,55.342800,0.061492000,384.78700,0.42754200
"IRAS 15194-5115",230.77100,-51.433100,"V* II Lup","high",0,0,1,0,"--",15.000000,-51.000000,0.11000000,0.11000000,90,"B","I",2003.0000,"C","LUM",0.43395900,"nan",11749.000,1.1783800e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,126.81300,0.14090400,385.23400,0.42803800
"IRAS 15223-0203",231.22800,-2.2350100,"V* OV Ser","high",1,0,0,0,"--",15.000000,-2.0000000,0.012000000,0.010000000,90,"A","O",2007.0000,"O","LUM",0.44506800,"nan",6503.4500,3.1709000e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,7.9670300,0.0088522600,75.796000,0.084217800
"IRAS 15226-3603",231.44900,-36.232300,"V* V372 Lup","high",1,0,1,0,"--",15.000000,-36.000000,0.29000000,0.29000000,90,"B","I",2003.0000,"O","LUM",0.65960200,"nan",8141.8100,1.2000000e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,4.3535000,0.0048372200,170.62500,0.18958300
"IRAS 15255+1944",231.94700,19.563500,"V* WX Ser","high",1,0,0,0,"--",15.000000,19.000000,0.039000000,0.016000000,0,"B","",2003.0000,"O","LUM",0.76178000,"nan",4149.4400,1.6750400e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,1.3455900,0.0014951000,190.65600,0.21184000
"IRAS 17007-4823",256.12400,-48.455400,"TYC 8332-1812-1","high",0,0,1,0,"--",17.000000,-48.000000,0.099000000,0.095000000,90,"B","O",2000.0000,"O","LUM",0.76006600,"nan",7009.2200,7.8975300e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,4.0334100,0.0044815600,77.690300,0.086322600
"IRAS 17049-2440",256.99500,-24.742500,"V* V2548 Oph","high",1,0,0,0,"--",17.000000,-24.000000,0.060000000,0.060000000,90,"B","I",2003.0000,"C","LUM",0.57788900,"nan",3467.3700,2.1243100e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,76.066800,0.084518700,440.60800,0.48956500
"IRAS 17080-3215",257.82200,-32.325400,"V* AH Sco","high",1,0,0,0,"--",17.000000,-32.000000,0.0070000000,0.0040000000,90,"A","O",2007.0000,"O","LUM",0.41521600,"nan",8141.8100,1.3244100e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,11.279300,0.012532600,484.12600,0.53791800
"IRAS 17102-1031",258.25900,-10.578600,"BD-10 4457","high",1,0,0,0,"--",17.000000,-10.000000,0.020000000,0.018000000,90,"B","O",2003.0000,"O","LUM",0.49859400,"nan",4819.9300,5.4596000e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,4.9435600,0.0054928500,115.92500,0.12880600
"IRAS 17119+0859",258.57900,8.9331800,"V* V2108 Oph","high",1,0,0,0,"--",17.000000,8.0000000,0.29000000,0.29000000,90,"B","I",2003.0000,"O","LUM",0.65162800,"nan",4819.9300,2.5588400e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,3.4019500,0.0037799400,433.24400,0.48138200
"IRAS 17109-3942",258.61500,-39.766800,"HR 6392","high",0,0,0,1,"YHG?",17.000000,-39.000000,0.0070000000,0.0030000000,90,"A","O",2007.0000,"O","LUM",0.67332200,"nan",9457.4200,4.5868300e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,6.5192300,0.0072435900,51.576200,0.057306900
"IRAS 17163-3835",259.95100,-38.645600,"IRAS 17163-3835","high",0,0,0,1,"--",17.000000,-38.000000,0.0000000,0.0000000,0,"D","I",2010.0000,"O","LUM",0.57406900,"nan",7009.2200,1.9110100e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,5.0620700,0.0056245200,393.24900,0.43694300
"IRAS 17174-4641",260.28600,-46.735100,"IRAS 17174-4641","high",0,0,1,0,"--",17.000000,-46.000000,0.0000000,0.0000000,0,"D","",0.0000000,"O","LUM",0.77479400,"nan",9457.4200,9.1736700e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,5.2372700,0.0058191900,89.486800,0.099429800
"IRAS 17187-3750",260.54700,-37.887000,"IRAS 17187-3750","high",0,0,0,1,"--",17.000000,-37.000000,0.019000000,0.018000000,0,"B","O",2003.0000,"O","LUM",0.65361900,"nan",6034.1800,2.0199400e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,2.6579700,0.0029533000,324.21800,0.36024200
"IRAS 17265-0725",262.30800,-7.4638900,"BD-07 4447","high",1,0,0,0,"--",17.000000,-7.0000000,0.17400000,0.16400000,179,"B","",1988.0000,"O","LUM",0.45672100,"nan",9457.4200,3.2364700e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,8.7173600,0.0096859600,73.767300,0.081963700
"IRAS 17297+1747",262.97900,17.755500,"V* V833 Her","high",1,0,0,0,"--",17.000000,17.000000,0.017000000,0.017000000,90,"B","O",2003.0000,"C","LUM",0.68210900,"nan",5495.4100,2.4069100e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,77.824500,0.086471700,367.38700,0.40820800
"IRAS 17328-3327",264.04700,-33.494800,"CD-33 12241","high",0,0,0,1,"--",17.000000,-33.000000,0.21100000,0.20400000,90,"B","",1988.0000,"O","LUM",0.43286000,"nan",7554.3200,2.6361800e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,9.7679600,0.010853300,1017.5500,1.1306100
"IRAS 17361+5746",264.25100,57.740000,"V* TY Dra","high",1,0,0,0,"--",17.000000,57.000000,0.041000000,0.020000000,90,"B","",1998.0000,"O","LUM",0.66192300,"nan",8774.9900,4.4182500e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,6.2589500,0.0069543900,51.022900,0.056692100
"IRAS 17341-3453",264.36900,-34.919900,"CD-34 11856","high",1,0,0,0,"--",17.000000,-34.000000,0.11200000,0.093000000,0,"B","O",2000.0000,"O","LUM",0.68749200,"nan",7554.3200,1.4550700e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,2.9758800,0.0033065400,197.69900,0.21966600
"IRAS 17393-3004",265.64500,-30.095300,"OH 358.667 -0.044","high",0,0,0,1,"--",17.000000,-30.000000,0.11000000,0.11000000,90,"B","I",2003.0000,"O","LUM",0.77254600,"nan",6503.4500,4.4129400e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,2.3695900,0.0026328800,592.79600,0.65866200
"IRAS 17441-2822",266.83200,-28.385400,"IRAS 17441-2822","high",0,0,0,1,"--",17.000000,-28.000000,0.0000000,0.0000000,0,"D","",0.0000000,"O","LUM",0.38427000,"nan",1000.0000,9.9790700e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",94,45,6.1824600,0.0068694100,6378.4500,7.0871700
"IRAS 17482-2824",267.86100,-28.426800,"OH 1.09 -0.83","high",0,0,0,1,"--",17.000000,-28.000000,0.080000000,0.080000000,90,"B","I",2003.0000,"O","LUM",0.74982800,"nan",10192.900,9.8888100e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,4.9191200,0.0054656900,1657.0300,1.8411400
"IRAS 17488-2800",268.00300,-28.022700,"V* KW Sgr","high",0,0,0,1,"RSG",17.000000,-28.000000,0.011000000,0.0070000000,90,"A","O",2007.0000,"O","LUM",0.62648000,"nan",7009.2200,1.4000000e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,3.3251500,0.0036946100,227.62000,0.25291100
"IRAS 17446-7809",268.14300,-78.178300,"C* 2476","high",0,0,1,0,"--",17.000000,-78.000000,0.037000000,0.029000000,0,"B","O",2003.0000,"C","LUM",0.75947600,"nan",12302.700,1.0124400e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,13.966300,0.015518100,104.83200,0.11648000
"IRAS 17513-2313",268.60900,-23.235800,"V* V774 Sgr","high",0,0,0,1,"--",17.000000,-23.000000,0.011000000,0.0050000000,90,"A","O",2007.0000,"O","LUM",0.61119900,"nan",8774.9900,1.4733100e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,7.0547000,0.0078385600,253.90300,0.28211400
"IRAS 17539+1037",269.08100,10.619100,"IRC +10340","high",1,0,0,0,"--",17.000000,10.000000,0.068000000,0.055000000,0,"B","O",2000.0000,"O","LUM",0.76416700,"nan",9457.4200,3.2364700e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,3.1139500,0.0034599400,26.350500,0.029278400
"IRAS 17571-2401",270.06000,-24.032100,"V* V5561 Sgr","high",0,0,0,1,"--",18.000000,-24.000000,0.067000000,0.054000000,90,"B","",1998.0000,"O","LUM",0.42774600,"nan",2114.7400,4.8980000e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,1.6955600,0.0018839500,138.27100,0.15363400
"IRAS 17590-2337",270.51700,-23.628800,"V* V5097 Sgr","high",0,0,0,1,"--",18.000000,-23.000000,0.11000000,0.11000000,90,"B","I",2003.0000,"O","LUM",0.73429500,"nan",5598.7700,3.4486000e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,3,2.6667400,0.0029630500,488.10200,0.54233500
"IRAS 18008-2425",270.98300,-24.427100,"V* SV Sgr","high",0,0,0,1,"--",18.000000,-24.000000,0.060000000,0.060000000,90,"B","I",2003.0000,"O","LUM",0.64021700,"nan",1000.0000,8.7329300e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,1.7757000,0.0019730000,1958.0200,2.1755800
"IRAS 18009-2019",270.98500,-20.316700,"V* V4120 Sgr","high",0,0,0,1,"--",18.000000,-20.000000,0.29000000,0.29000000,90,"B","I",2003.0000,"O","LUM",0.62165400,"nan",6503.4500,3.4091200e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,4.0354800,0.0044838700,671.66600,0.74629600
"IRAS 18044-2927",271.92200,-29.442900,"HD 165531","high",1,0,0,0,"--",18.000000,-29.000000,0.036000000,0.022000000,90,"B","",1998.0000,"O","LUM",0.55983900,"nan",9457.4200,3.2364700e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,5.8017800,0.0064464300,49.095300,0.054550300
"IRAS 18050-2213",272.01500,-22.224300,"V* VX Sgr","high",0,0,0,1,"RSG",18.000000,-22.000000,0.027000000,0.015000000,90,"A","O",2007.0000,"O","LUM",0.25469600,"nan",8774.9900,1.8792700e-08,"4150.0","340.0","5900.0","1.95e-08","4.4e-09","1.5e-08",88838,2255,8474,0,0,0,0,261,0,"H/12",0,0,10.011700,0.011124100,1958.0500,2.1756100
"IRAS 18072-1954",272.55900,-19.903000,"IRAS 18072-1954","high",0,0,0,1,"--",18.000000,-19.000000,0.0000000,0.0000000,0,"D","I",2010.0000,"O","LUM",0.53434300,"nan",1000.0000,6.8615900e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",42,0,2.0582400,0.0022869300,2104.5000,2.3383400
"IRAS 18076-1034",272.59900,-10.572100,"IRC -10401","high",1,0,0,0,"--",18.000000,-10.000000,0.29000000,0.29000000,90,"B","I",2003.0000,"O","LUM",0.75323200,"nan",4149.4400,1.2745400e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,1.3719100,0.0015243500,140.49000,0.15610000
"IRAS 18090-1853",272.99100,-18.870600,"V* V4724 Sgr","high",0,0,0,1,"--",18.000000,-18.000000,0.29000000,0.29000000,90,"B","I",2003.0000,"O","LUM",0.78723900,"nan",10192.900,4.3703800e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,1.5407800,0.0017119800,35.603300,0.039559200
"IRAS 18135-1641",274.11300,-16.665700,"V* V5102 Sgr","high",0,0,0,1,"--",18.000000,-16.000000,0.29000000,0.29000000,90,"B","I",2003.0000,"O","LUM",0.56470000,"nan",4149.4400,1.4703600e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,3.0970000,0.0034411100,296.72400,0.32969300
